province,name,"number,",con,ndp,lib,grn,bq,oth,projected_winner,strategic_vote,confidence,turnout_2011
ON,Scarborough--Guildwood,35095,0.23345043807043625,0.17456365214856528,0.5671042806005515,0.019312242890710544,0,0.005569386289736423,LIB,LIB,0.90899886755484682,0.557331357038135
BC,Cowichan--Malahat--Langford,59010,0.3179305954729056,0.31463989541888254,0.17602235833255547,0.15374754495110168,0,0.03765960582455486,CON,NDP,0.50525104590214054,0.646313738226697
QC,Vimy,24078,0.13698460006364802,0.2676340939402522,0.3878302457633702,0.030585218032445537,0.17660010174842644,0.0003657404518576214,LIB,LIB,0.68466520434780298,0.5809395940086717
BC,Vancouver Quadra,59039,0.17619674405121458,0.07612462998037235,0.7030807183517731,0.04459790761663995,0,0,LIB,LIB,0.98246442326730998,0.6328337504080078
BC,Delta,59011,0.25152290996198745,0.1976183790930414,0.5066675269889823,0.042956122785855394,0,0.0012350611701335528,LIB,LIB,0.84627290243051745,0.6473670088825498
QC,Shefford,24072,0.1809056630571135,0.3595378776121389,0.21013440645039494,0.028800189285759743,0.22062186359459307,0,NDP,NDP,0.71077973361781988,0.6375048714526967
QC,Sherbrooke,24073,0.1149049998610313,0.30290454123979893,0.22908565661192956,0.026586619552871813,0.3265181827343685,0,BQ,BQ,0.53762596393821771,0.622578631904947
QC,Saint-Maurice--Champlain,24070,0.1964689946415084,0.27337013452854714,0.24716411796501978,0.02839219733796978,0.2535618082469592,0.001042747279995774,NDP,NDP,0.53157647290213894,0.6000522011484253
QC,Salaberry--Suroît,24071,0.16663472061243692,0.3029547937522358,0.20927316703910193,0.030143471493474044,0.29099384710275134,0,NDP,NDP,0.5190796300832432,0.6166185251572686
QC,Trois-Rivières,24076,0.1580410832975202,0.3604756955976911,0.20644293661609703,0.029858742048559636,0.23909136968642092,0.006090172753711236,NDP,NDP,0.68635237102741864,0.6366789362392454
QC,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,24077,0.11516133548856328,0.2394242855565627,0.4679737397605001,0.03612741396277949,0.14129630212141978,1.692311017480051e-05,LIB,LIB,0.819693544440114,0.5293371727472063
QC,Vaudreuil--Soulanges,24074,0.18993538724842582,0.2886929279839545,0.2548301689315298,0.03851383111335088,0.2280276847227391,0,NDP,NDP,0.55387236258246031,0.6659224582883208
QC,Terrebonne,24075,0.10911916930723453,0.3764249624771171,0.16858994698655827,0.04544054465710405,0.3004253765719861,0,NDP,NDP,0.61943542346114455,0.6277777777777778
ON,Ajax,35001,0.35122451669367744,0.1263006755283708,0.4975032422910594,0.024971565486892302,0,0.0,LIB,LIB,0.72076477042670084,0.6011678712891503
BC,Kamloops--Thompson--Cariboo,59013,0.4157859026161464,0.3551903495840842,0.15408390969094782,0.07493983810882159,0,0,CON,NDP,0.59575799191289858,0.624656953524175
ON,Aurora--Oak Ridges--Richmond Hill,35003,0.36450067604872993,0.11427441339414454,0.4907337120262664,0.03049119853085913,0,0,LIB,LIB,0.69319675177413875,0.5675499848202281
ON,Algoma--Manitoulin--Kapuskasing,35002,0.2973865895875899,0.4178983519228767,0.2447249361693915,0.03999012232014182,0,0.0,NDP,NDP,0.68511373816259591,0.6246113617882938
ON,Barrie--Springwater--Oro-Medonte,35005,0.4634554735292927,0.16222144386945314,0.3127351396166885,0.06158794298456567,0,0,CON,LIB,0.72670618339039372,0.6230213829491807
ON,Barrie--Innisfil,35004,0.4944303787860214,0.16344726588351274,0.28185029180211296,0.06027206352835297,0,0,CON,LIB,0.80242649663707,0.5915379642267079
ON,Beaches--East York,35007,0.16106116673052037,0.2830247497062817,0.514438099800573,0.04147598376262495,0,0,LIB,LIB,0.82268693383390379,0.6639518703446018
ON,Bay of Quinte,35006,0.42262924076940334,0.17074576091698762,0.3643507701996907,0.039026823683467486,0,0.0032474044304509667,CON,LIB,0.59216351233130904,0.6051650692225772
ON,Brampton East,35009,0.3138570822141082,0.194302312271166,0.45473669049991433,0.03636452171636355,0,0.0007393932984480807,LIB,LIB,0.71345904411982874,0.5429763824338424
ON,Brampton Centre,35008,0.3754572139135238,0.15677537540723624,0.43129128989532217,0.035868268210817,0,0.0006078525731008439,LIB,LIB,0.58836311285928089,0.5449704790691119
AB,Sturgeon River--Parkland,48033,0.6142392765634305,0.13644677785086262,0.22346515740028958,0.025848788185417405,0,0,CON,LIB,0.94098504787794879,0.5773620379197119
BC,Port Moody--Coquitlam,59023,0.33261240180982793,0.3778814130235126,0.22697882245051443,0.0625273627161451,0,0.0,NDP,NDP,0.57184605639964947,0.5899705415201661
BC,Kootenay--Columbia,59015,0.3896088517024249,0.3261983204889116,0.17744985694265528,0.1044481763092861,0,0.002294794556722146,CON,NDP,0.60011397517694265,0.6413336572330863
