Province,Electoral District Name/Nom de circonscription,Electoral District Number,Candidate/Candidat,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained,Majority/Majorité,Majority Percentage/Pourcentage de majorité
"Quebec/Québec","Jonquière--Alma","24026","Claude Ringuette Liberal/Libéral","Jonquière, Que./Qc","/Chauffeur-Déménageur",1043,2,,
"Quebec/Québec","Jonquière--Alma","24026","France Bergeron Green Party/Parti Vert","Alma, Que./Qc","/Artisane",652,1.2,,
"Quebec/Québec","Lac-Saint-Louis","24027","Francis Scarpaleggia ** Liberal/Libéral","Kirkland, Que./Qc","/Parliamentarian",18457,34.1,      2204,   4.1
"Quebec/Québec","Lac-Saint-Louis","24027","Alain Ackad NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./Qc","Engineer/",16253,30,,
"Quebec/Québec","Lac-Saint-Louis","24027","Larry Smith Conservative/Conservateur","Hudson, Que./Qc","/Entrepreneur",15394,28.5,,
"Quebec/Québec","Lac-Saint-Louis","24027","Bruno Tremblay Green Party/Parti Vert","Pointe-Claire, Que./Qc","/Entrepreneur-consultant en vente",2315,4.3,,
"Quebec/Québec","Lac-Saint-Louis","24027","Éric Taillefer Bloc Québécois/Bloc Québécois","Montréal, Que./Qc","/Stagiaire en droit",1689,3.1,,
"Quebec/Québec","La Pointe-de-l'Île","24028","Ève Péclet NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./Qc","/Étudiante",23033,48.3,      7558,  15.9
"Quebec/Québec","La Pointe-de-l'Île","24028","Ginette Beaudry Bloc Québécois/Bloc Québécois","Montréal, Que./Qc","/Coordonnatrice",15475,32.5,,
"Quebec/Québec","La Pointe-de-l'Île","24028","Olivier L. Coulombe Liberal/Libéral","Montréal, Que./Qc","/Étudiant",4369,9.2,,
"Quebec/Québec","La Pointe-de-l'Île","24028","Mathieu Drolet Conservative/Conservateur","Varennes, Que./Qc","/Étudiant",3664,7.7,,
"Quebec/Québec","La Pointe-de-l'Île","24028","David J. Cox Green Party/Parti Vert","Pointe-aux-Trembles, Que./Qc","Small Business Owner/",898,1.9,,
"Quebec/Québec","La Pointe-de-l'Île","24028","Claude Brunelle Marxist-Leninist/Marxiste-Léniniste","Montréal, Que./Qc","/Enseignant",213,.4,,
"Quebec/Québec","LaSalle--Émard","24029","Hélène LeBlanc NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./Qc","/Agronome",17691,42.1,      6519,  15.5
"Quebec/Québec","LaSalle--Émard","24029","Lise Zarac ** Liberal/Libéral","LaSalle, Que./Qc","/Parlementaire",11172,26.6,,
"Quebec/Québec","LaSalle--Émard","24029","Carl Dubois Bloc Québécois/Bloc Québécois","Montréal, Que./Qc","/Cariste",6151,14.7,,
"Quebec/Québec","LaSalle--Émard","24029","Chang-Tao Jimmy Yu Conservative/Conservateur","Pointe-Calumet, Que./Qc","/Directeur général",5516,13.1,,
"Quebec/Québec","LaSalle--Émard","24029","Lorraine Banville Green Party/Parti Vert","Montréal, Que./Qc","/Consultante scientifique",946,2.3,,
"Quebec/Québec","LaSalle--Émard","24029","Yves Le Seigle Marxist-Leninist/Marxiste-Léniniste","Montréal, Que./Qc","/Concierge",288,.7,,
"Quebec/Québec","LaSalle--Émard","24029","Guillaume Berger-Richard Rhinoceros/Rhinocéros","Montréal, Que./Qc","/Voyageur imaginatif",208,.5,,
"Quebec/Québec","Laurentides--Labelle","24030","Marc-André Morin NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Prévost, Que./Qc","Soudeur/",24800,43.8,      7001,  12.4
"Quebec/Québec","Laurentides--Labelle","24030","Johanne Deschamps ** Bloc Québécois/Bloc Québécois","Mont-Laurier, Que./Qc","/Parlementaire",17799,31.5,,
"Quebec/Québec","Laurentides--Labelle","24030","Jean-Marc Lacoste Liberal/Libéral","Morin-Heights, Que./Qc","/Homme d'affaires",7169,12.7,,
"Quebec/Québec","Laurentides--Labelle","24030","Guy Joncas Conservative/Conservateur","Mont-Tremblant, Que./Qc","/Marchand d'art",5246,9.3,,
"Quebec/Québec","Laurentides--Labelle","24030","François Beauchamp Green Party/Parti Vert","L'Ascension, Que./Qc","/Préposé à l'accueil",1423,2.5,,
"Quebec/Québec","Laurentides--Labelle","24030","Mikaël St-Louis Marxist-Leninist/Marxiste-Léniniste","Notre-Dame-du-Laus, Que./Qc","/Étudiant",149,.3,,
"Quebec/Québec","Laurier--Sainte-Marie","24031","Hélène Laverdière NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./Qc","/Travailleur autonome",23373,46.6,      5382,  10.7
"Quebec/Québec","Laurier--Sainte-Marie","24031","Gilles Duceppe ** Bloc Québécois/Bloc Québécois","Montréal, Que./Qc","/Parlementaire",17991,35.9,,
"Quebec/Québec","Laurier--Sainte-Marie","24031","Philippe Allard Liberal/Libéral","Montréal, Que./Qc","/Directeur des activités scientifiques",4976,9.9,,
"Quebec/Québec","Laurier--Sainte-Marie","24031","Charles K. Langford Conservative/Conservateur","Montréal, Que./Qc","/Chargé de cours à l'Esg de l'UQAM",1764,3.5,,
"Quebec/Québec","Laurier--Sainte-Marie","24031","Olivier Adam Green Party/Parti Vert","Montréal, Que./Qc","/Producteure-Réalisateur",1324,2.6,,
"Quebec/Québec","Laurier--Sainte-Marie","24031","François Yo Gourd Rhinoceros/Rhinocéros","Montréal, Que./Qc","/Foulosophe",398,.8,,
"Quebec/Québec","Laurier--Sainte-Marie","24031","Sylvain Archambault Communist/Communiste","Montréal, Que./Qc","/Retraité",137,.3,,
"Quebec/Québec","Laurier--Sainte-Marie","24031","Serge Lachapelle Marxist-Leninist/Marxiste-Léniniste","Montréal, Que./Qc","/Journaliste",77,.2,,
"Quebec/Québec","Laurier--Sainte-Marie","24031","Dimitri Mourkes Independent/Indépendant","Montréal, Que./Qc","/Artiste professionnel",73,.1,,
"Quebec/Québec","Laval","24032","José Nunez-Melo NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Laval, Que./Qc","/Fonctionnaire",22050,43.3,     10483,  20.6
"Quebec/Québec","Laval","24032","Nicole Demers ** Bloc Québécois/Bloc Québécois","Laval, Que./Qc","/Parlementaire",11567,22.7,,
"Quebec/Québec","Laval","24032","Eva Nassif Liberal/Libéral","Laval, Que./Qc","/Traductrice-Terminologue",9422,18.5,,
"Quebec/Québec","Laval","24032","Robert Malo Conservative/Conservateur","Joliette, Que./Qc","/Avocat",6366,12.5,,
"Quebec/Québec","Laval","24032","Jocelyne Leduc Green Party/Parti Vert","Saint-Hippolyte, Que./Qc","/Travailleur autonome",1260,2.5,,
"Quebec/Québec","Laval","24032","Yvon Breton Marxist-Leninist/Marxiste-Léniniste","Montréal, Que./Qc","/Traducteur",224,.4,,
"Quebec/Québec","Laval--Les Îles","24033","François Pilon NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Laval, Que./Qc","/Fonctionnaire",25703,47.6,     14595,  27.1
"Quebec/Québec","Laval--Les Îles","24033","Karine Joizil Liberal/Libéral","Terrebonne, Que./Qc","/Avocate",11108,20.6,,
"Quebec/Québec","Laval--Les Îles","24033","Zaki Ghavitian Conservative/Conservateur","Montréal, Que./Qc","/Ingénieur",8587,15.9,,
"Quebec/Québec","Laval--Les Îles","24033","Mohamedali Jetha Bloc Québécois/Bloc Québécois","Laval, Que./Qc","/Retraité",7022,13,,
"Quebec/Québec","Laval--Les Îles","24033","Brent Neil Green Party/Parti Vert","Pointe-Claire, Que./Qc","Fish Room Staff/",966,1.8,,
"Quebec/Québec","Laval--Les Îles","24033","Stéphane Bakhos Pirate Party/Parti Pirate","Laval, Que./Qc","/System Administrator",369,.7,,
"Quebec/Québec","Laval--Les Îles","24033","Polyvios Tsakanikas Marxist-Leninist/Marxiste-Léniniste","Montréal, Que./Qc","/Retraité",194,.4,,
"Quebec/Québec","Lévis--Bellechasse","24034","Steven Blaney ** Conservative/Conservateur","Saint-Rédempteur, Que./Qc","/Ingénieur",25850,43.9,      5960,  10.1
"Quebec/Québec","Lévis--Bellechasse","24034","Nicole Laliberté NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./Qc","/Éducatrice à la retraite",19890,33.8,,
"Quebec/Québec","Lévis--Bellechasse","24034","Danielle-Maude Gosselin Bloc Québécois/Bloc Québécois","Lévis, Que./Qc","/Retraitée",8757,14.9,,
"Quebec/Québec","Lévis--Bellechasse","24034","Francis Laforesterie Liberal/Libéral","Outremont, Que./Qc","/Directeur des ventes",3421,5.8,,
"Quebec/Québec","Lévis--Bellechasse","24034","Sacha Dougé Green Party/Parti Vert","Québec, Que./Qc","/Étudiant",903,1.5,,
"Quebec/Québec","Longueuil--Pierre-Boucher","24035","Pierre Nantel NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Longueuil, Que./Qc","Recherchiste/",27119,51.9,     12938,  24.8
"Quebec/Québec","Longueuil--Pierre-Boucher","24035","Jean Dorion ** Bloc Québécois/Bloc Québécois","Montréal, Que./Qc","/Sociologue",14181,27.2,,
"Quebec/Québec","Longueuil--Pierre-Boucher","24035","Kévan Falsafi Liberal/Libéral","Montréal, Que./Qc","/Représentant technique",5321,10.2,,
"Quebec/Québec","Longueuil--Pierre-Boucher","24035","Richard Bélisle Conservative/Conservateur","Longueuil, Que./Qc","/Retraité",4339,8.3,,
"Quebec/Québec","Longueuil--Pierre-Boucher","24035","Valérie St-Amant Green Party/Parti Vert","Brossard, Que./Qc","/Perceptrice",1032,2,,
"Quebec/Québec","Longueuil--Pierre-Boucher","24035","Serge Patenaude Marxist-Leninist/Marxiste-Léniniste","Berthierville, Que./Qc","/Retraité",228,.4,,
"Quebec/Québec","Lotbinière--Chutes-de-la-Chaudière","24036","Jacques Gourde ** Conservative/Conservateur","Saint-Narcisse-de-Beaurivage, Que./Qc","/Parlementaire",22460,39.9,       777,   1.4
"Quebec/Québec","Lotbinière--Chutes-de-la-Chaudière","24036","Tanya Fredette NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Saint-Jean-Chrysostome, Que./Qc","/Étudiante",21683,38.5,,
"Quebec/Québec","Lotbinière--Chutes-de-la-Chaudière","24036","Gaston Gourde Bloc Québécois/Bloc Québécois","Saint-Isidore, Que./Qc","/Avocat à la retraite",8381,14.9,,
"Quebec/Québec","Lotbinière--Chutes-de-la-Chaudière","24036","Nicole Larouche Liberal/Libéral","Saint-Jean-Chrysostome, Que./Qc","/Orthopédagogue",2866,5.1,,
"Quebec/Québec","Lotbinière--Chutes-de-la-Chaudière","24036","Richard Domm Green Party/Parti Vert","Québec, Que./Qc","/Fonctionnaire",936,1.7,,
"Quebec/Québec","Louis-Hébert","24037","Denis Blanchette NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Québec, Que./Qc","/Analyste en informatique",23373,38.7,      8733,  14.4
"Quebec/Québec","Louis-Hébert","24037","Pascal-Pierre Paillé ** Bloc Québécois/Bloc Québécois","Québec, Que./Qc","/Parlementaire",14640,24.2,,
"Quebec/Québec","Louis-Hébert","24037","Pierre Paul-Hus Conservative/Conservateur","Québec, Que./Qc","/Éditeur",13207,21.8,,
"Quebec/Québec","Louis-Hébert","24037","Jean Beaupré Liberal/Libéral","Saint-Ferréol-les-Neiges, Que./Qc","/Avocat",8110,13.4,,
"Quebec/Québec","Louis-Hébert","24037","Michelle Fontaine Green Party/Parti Vert","Québec, Que./Qc","/Enseignante",996,1.6,,
"Quebec/Québec","Louis-Hébert","24037","Marie-Claude Bouffard CHP Canada/PHC Canada","Québec, Que./Qc","/Artiste couturière",143,.2,,
"Quebec/Québec","Louis-Saint-Laurent","24038","Alexandrine Latendresse NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Québec, Que./Qc","/Étudiante",22629,39.9,      1295,   2.3
"Quebec/Québec","Louis-Saint-Laurent","24038","Josée Verner ** Conservative/Conservateur","Saint-Augustin-de-Desmaures, Que./Qc","/Parlementaire",21334,37.6,,
"Quebec/Québec","Louis-Saint-Laurent","24038","France Gagné Bloc Québécois/Bloc Québécois","Québec, Que./Qc","/Technicien en administration",8148,14.4,,
"Quebec/Québec","Louis-Saint-Laurent","24038","Philippe Mérel Liberal/Libéral","Québec, Que./Qc","/Scientifique de la défense",3612,6.4,,
"Quebec/Québec","Louis-Saint-Laurent","24038","Jean Cloutier Green Party/Parti Vert","Québec, Que./Qc","/Administrateur public",857,1.5,,
"Quebec/Québec","Louis-Saint-Laurent","24038","Daniel Arseneault CHP Canada/PHC Canada","Québec, Que./Qc","/Avocat",175,.3,,
"Quebec/Québec","Manicouagan","24039","Jonathan Genest-Jourdain NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Sept-Îles, Que./Qc","/Avocat",16437,48.9,      5942,  17.7
"Quebec/Québec","Manicouagan","24039","Gérard Asselin ** Bloc Québécois/Bloc Québécois","Baie-Comeau, Que./Qc","/Parlementaire",10495,31.2,,
"Quebec/Québec","Manicouagan","24039","Gordon Ferguson Conservative/Conservateur","Sept-Îles, Que./Qc","/Représentant secteur énergétique",3878,11.5,,
"Quebec/Québec","Manicouagan","24039","André Forbes Liberal/Libéral","Sept-Îles, Que./Qc","/Retraité",1882,5.6,,
"Quebec/Québec","Manicouagan","24039","Jacques Gélineau Green Party/Parti Vert","Sept-Îles, Que./Qc","/Technicien de bâtiment",898,2.7,,
"Quebec/Québec","Marc-Aurèle-Fortin","24040","Alain Giguère NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Laval, Que./Qc","/Avocat",29107,49.7,     13637,  23.3
"Quebec/Québec","Marc-Aurèle-Fortin","24040","Marie-France Charbonneau Bloc Québécois/Bloc Québécois","Laval, Que./Qc","/Conseillère politique",15470,26.4,,
"Quebec/Québec","Marc-Aurèle-Fortin","24040","Eduardo Gonzalo Agurto Catalán Liberal/Libéral","Laval, Que./Qc","/Informaticien",7035,12,,
"Quebec/Québec","Marc-Aurèle-Fortin","24040","Johanne Théorêt Conservative/Conservateur","Laval, Que./Qc","/Représentante",5768,9.8,,
"Quebec/Québec","Marc-Aurèle-Fortin","24040","Charles Sicotte Green Party/Parti Vert","Sainte-Thérèse, Que./Qc","/Conseiller en agro-environnement",1208,2.1,,
"Quebec/Québec","Mégantic--L'Érable","24042","Christian Paradis ** Conservative/Conservateur","Thetford Mines, Que./Qc","/Parlementaire/Avocat",21931,49.1,     10215,  22.9
"Quebec/Québec","Mégantic--L'Érable","24042","Cheryl Voisine NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./Qc","/Responsable des communications",11716,26.2,,
"Quebec/Québec","Mégantic--L'Érable","24042","Pierre Turcotte Bloc Québécois/Bloc Québécois","Thetford Mines, Que./Qc","/Notaire et consultant",7481,16.8,,
"Quebec/Québec","Mégantic--L'Érable","24042","René Roy Liberal/Libéral","Saint-Jules, Que./Qc","/Agriculteur",2601,5.8,,
"Quebec/Québec","Mégantic--L'Érable","24042","Wyatt Tessari Green Party/Parti Vert","Montréal, Que./Qc","/Student",655,1.5,,
"Quebec/Québec","Mégantic--L'Érable","24042","Alain Bergeron CAP/PAC","Disraeli, Que./Qc","/Représentant",250,.6,,
"Quebec/Québec","Montcalm","24043","Manon Perreault NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Sainte-Marie-Salomé, Que./Qc","/Entrepreneur",34434,53,     14825,  22.8
"Quebec/Québec","Montcalm","24043","Roger Gaudet ** Bloc Québécois/Bloc Québécois","Saint-Liguori, Que./Qc","/Parlementaire",19609,30.2,,
"Quebec/Québec","Montcalm","24043","Jason Fuoco Conservative/Conservateur","Saint-Lin--Laurentides, Que./Qc","/Entrepreneur",5118,7.9,,
"Quebec/Québec","Montcalm","24043","Yves Dufour Liberal/Libéral","Saint-Colomban, Que./Qc","/Gestionnaire industriel",3501,5.4,,
"Quebec/Québec","Montcalm","24043","Marianne Girard Green Party/Parti Vert","Terrebonne, Que./Qc","/Entrepreneure",2347,3.6,,
"Quebec/Québec","Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","24058","François Lapointe NDP-New Democratic Party/NPD-Nouveau Parti démocratique","L'Islet, Que./Qc","/Coordonnateur",17285,36.4,         9,   0.0
"Quebec/Québec","Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","24058","Bernard Généreux ** Conservative/Conservateur","La Pocatière, Que./Qc","/Entrepreneur",17276,36.3,,
"Quebec/Québec","Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","24058","Nathalie Arsenault Bloc Québécois/Bloc Québécois","Saint-Jean-Port-Joli, Que./Qc","/Travailleuse autonome",9550,20.1,,
"Quebec/Québec","Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","24058","Andrew Caddell Liberal/Libéral","Ottawa, Ont.","/Agent commercial",2743,5.8,,
"Quebec/Québec","Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","24058","Lynette Tremblay Green Party/Parti Vert","Montréal, Que./Qc","/Organisatrice",691,1.5,,
"Quebec/Québec","Montmorency--Charlevoix--Haute-Côte-Nord","24014","Jonathan Tremblay NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Beaupré, Que./Qc","/Briqueteur-maçon",17601,37.3,      1176,   2.5
"Quebec/Québec","Montmorency--Charlevoix--Haute-Côte-Nord","24014","Michel Guimond ** Bloc Québécois/Bloc Québécois","Boischatel, Que./Qc","/Avocat",16425,34.9,,
"Quebec/Québec","Montmorency--Charlevoix--Haute-Côte-Nord","24014","Michel-Eric Castonguay Conservative/Conservateur","Québec, Que./Qc","/Chercheur-conseiller politique",9660,20.5,,
"Quebec/Québec","Montmorency--Charlevoix--Haute-Côte-Nord","24014","Robert Gauthier Liberal/Libéral","Saint-Irénée, Que./Qc","/Retraité",2628,5.6,,
"Quebec/Québec","Montmorency--Charlevoix--Haute-Côte-Nord","24014","François Bédard Green Party/Parti Vert","Québec, Que./Qc","/Analyste en informatique",814,1.7,,
"Quebec/Québec","Mount Royal/Mont-Royal","24044","Irwin Cotler ** Liberal/Libéral","Côte-Saint-Luc, Que./Qc","/Parliamentarian",16151,41.4,      2260,   5.8
"Quebec/Québec","Mount Royal/Mont-Royal","24044","Saulie Zajdel Conservative/Conservateur","Montréal, Que./Qc","/Foundation Director",13891,35.6,,
"Quebec/Québec","Mount Royal/Mont-Royal","24044","Jeff Itcush NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./Qc","/Teacher",6963,17.9,,
"Quebec/Québec","Mount Royal/Mont-Royal","24044","Gabriel Dumais Bloc Québécois/Bloc Québécois","Montréal, Que./Qc","/Étudiant",1136,2.9,,
"Quebec/Québec","Mount Royal/Mont-Royal","24044","Brian Sarwer-Foner Green Party/Parti Vert","Montréal, Que./Qc","/Communication Officer",683,1.8,,
"Quebec/Québec","Mount Royal/Mont-Royal","24044","Diane Johnston Marxist-Leninist/Marxiste-Léniniste","Montréal, Que./Qc","/Secrétaire",109,.3,,
"Quebec/Québec","Mount Royal/Mont-Royal","24044","abraham Weizfeld No Affiliation/Aucune appartenance","Montréal, Que./Qc","/Writer - Écrivain",74,.2,,
"Quebec/Québec","Notre-Dame-de-Grâce--Lachine","24045","Isabelle Morin NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./Qc","/Enseignante",17943,39.7,      3536,   7.8
"Quebec/Québec","Notre-Dame-de-Grâce--Lachine","24045","Marlene Jennings ** Liberal/Libéral","Mont-Royal, Que./Qc","/Parliamentarian/Lawyer",14407,31.9,,
"Quebec/Québec","Notre-Dame-de-Grâce--Lachine","24045","Matthew Conway Conservative/Conservateur","Pointe-Claire, Que./Qc","/Attaché politique",6574,14.6,,
"Quebec/Québec","Notre-Dame-de-Grâce--Lachine","24045","Gabrielle Ladouceur-Despins Bloc Québécois/Bloc Québécois","Montréal, Que./Qc","/Étudiante",3983,8.8,,
"Quebec/Québec","Notre-Dame-de-Grâce--Lachine","24045","Jessica Gal Green Party/Parti Vert","Montréal, Que./Qc","/Musician",1914,4.2,,
"Quebec/Québec","Notre-Dame-de-Grâce--Lachine","24045","David Andrew Lovett Independent/Indépendant","Montréal, Que./Qc","/Laboratory Techician",207,.5,,
"Quebec/Québec","Notre-Dame-de-Grâce--Lachine","24045","Rachel Hoffman Marxist-Leninist/Marxiste-Léniniste","Montréal, Que./Qc","/Graphic Designer",131,.3,,
"Quebec/Québec","Outremont","24047","Thomas Mulcair ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Beaconsfield, Que./Qc","/Parlementaire",21906,56.4,     12702,  32.7
"Quebec/Québec","Outremont","24047","Martin Cauchon Liberal/Libéral","Montréal, Que./Qc","/Avocat",9204,23.7,,
"Quebec/Québec","Outremont","24047","Rodolphe Husny Conservative/Conservateur","Mont-Royal, Que./Qc","/Comptable",3408,8.8,,
"Quebec/Québec","Outremont","24047","Élise Daoust Bloc Québécois/Bloc Québécois","Montréal, Que./Qc","/Commerçante",3199,8.2,,
"Quebec/Québec","Outremont","24047","Francois Pilon Green Party/Parti Vert","Montréal, Que./Qc","/Entrepreneur",838,2.2,,
"Quebec/Québec","Outremont","24047","Tommy Gaudet Rhinoceros/Rhinocéros","Montréal, Que./Qc","/Douteulogue",160,.4,,
"Quebec/Québec","Outremont","24047","Johan Boyden Communist/Communiste","Montréal, Que./Qc","/Office Worker",143,.4,,
"Quebec/Québec","Papineau","24048","Justin Trudeau ** Liberal/Libéral","Montréal, Que./Qc","/Enseignant",16429,38.4,      4327,  10.1
"Quebec/Québec","Papineau","24048","Marcos Radhames Tejada NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./Qc","/Technicien",12102,28.3,,
"Quebec/Québec","Papineau","24048","Vivian Barbot Bloc Québécois/Bloc Québécois","Montréal, Que./Qc","/Enseignante",11091,25.9,,
"Quebec/Québec","Papineau","24048","Shama Chopra Conservative/Conservateur","Dollard-Des Ormeaux, Que./Qc","/Secretary",2021,4.7,,
"Quebec/Québec","Papineau","24048","Danny Polifroni Green Party/Parti Vert","Montréal, Que./Qc","/Junior Engineer",806,1.9,,
"Quebec/Québec","Papineau","24048","Peter Macrisopoulos Marxist-Leninist/Marxiste-Léniniste","Pierrefonds, Que./Qc","/Retraité",228,.5,,
"Quebec/Québec","Papineau","24048","Joseph Young No Affiliation/Aucune appartenance","Montréal, Que./Qc","/Industrial worker",95,.2,,
"Quebec/Québec","Pierrefonds--Dollard","24049","Lysane Blanchette-Lamothe NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Trois-Rivières, Que./Qc","/Étudiante",16390,34.1,      1758,   3.7
"Quebec/Québec","Pierrefonds--Dollard","24049","Bernard Patry ** Liberal/Libéral","Rigaud, Que./Qc","/Médecin",14632,30.5,,
"Quebec/Québec","Pierrefonds--Dollard","24049","Agop Evereklian Conservative/Conservateur","Laval, Que./Qc","/Directeur de cabinet",12901,26.9,,
"Quebec/Québec","Pierrefonds--Dollard","24049","Nicolas Jolicoeur Bloc Québécois/Bloc Québécois","Montréal, Que./Qc","/Étudiant",2392,5,,
"Quebec/Québec","Pierrefonds--Dollard","24049","Jonathan Lumer Green Party/Parti Vert","Dollard-Des Ormeaux, Que./Qc","/Law Student",1710,3.6,,
"Quebec/Québec","Pontiac","24050","Mathieu Ravignat NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Cantley, Que./Qc","/Fonctionnaire",22376,45.7,      7935,  16.2
"Quebec/Québec","Pontiac","24050","Lawrence Cannon ** Conservative/Conservateur","Gatineau, Que./Qc","/Homme d'affaires",14441,29.5,,
"Quebec/Québec","Pontiac","24050","Cindy Duncan McMillan Liberal/Libéral","Wakefield, Que./Qc","Farmer/",6242,12.8,,
"Quebec/Québec","Pontiac","24050","Maude Tremblay Bloc Québécois/Bloc Québécois","Gatineau, Que./Qc","/Accompagnatrice à l'AFMRO et étudiante  U Ottawa",4917,10,,
"Quebec/Québec","Pontiac","24050","Louis-Philippe Mayrand Green Party/Parti Vert","Gracefield, Que./Qc","Consultant/",849,1.7,,
"Quebec/Québec","Pontiac","24050","Benoit Legros Marxist-Leninist/Marxiste-Léniniste","La Pêche, Que./Qc","/Agent de développement",124,.3,,
"Quebec/Québec","Portneuf--Jacques-Cartier","24051","Élaine Michaud NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Québec, Que./Qc","/Préposée aux renseignements",22387,42.7,      7793,  14.9
"Quebec/Québec","Portneuf--Jacques-Cartier","24051","André Arthur ** Independent/Indépendant","Québec, Que./Qc","/Journaliste",14594,27.8,,
"Quebec/Québec","Portneuf--Jacques-Cartier","24051","Richard Côté Bloc Québécois/Bloc Québécois","Neuville, Que./Qc","/Conseiller stratégique",10745,20.5,,
"Quebec/Québec","Portneuf--Jacques-Cartier","24051","Réjean Thériault Liberal/Libéral","Saint-Alban, Que./Qc","/Consultant en communications",3463,6.6,,
"Quebec/Québec","Portneuf--Jacques-Cartier","24051","Claudine Delorme Green Party/Parti Vert","Québec, Que./Qc","/Artiste-Éducatrice",1279,2.4,,
"Quebec/Québec","Québec","24052","Annick Papillon NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Québec, Que./Qc","/Intervieweuse",22393,42.6,      7709,  14.7
"Quebec/Québec","Québec","24052","Christiane Gagnon ** Bloc Québécois/Bloc Québécois","Québec, Que./Qc","/Agente d'immeubles",14684,28,,
"Quebec/Québec","Québec","24052","Pierre Morasse Conservative/Conservateur","Québec, Que./Qc","/Gestionnaire en communications",9330,17.8,,
"Quebec/Québec","Québec","24052","François Payeur Liberal/Libéral","Ottawa, Ont.","/Délégué commercial",4735,9,,
"Quebec/Québec","Québec","24052","Yvan Dutil Green Party/Parti Vert","Québec, Que./Qc","/Physicien",1144,2.2,,
"Quebec/Québec","Québec","24052","Stefan Jetchick CHP Canada/PHC Canada","Québec, Que./Qc","/Interprète de conférence",228,.4,,
"Quebec/Québec","Repentigny","24053","Jean-François Larose NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./Qc","/Agent de la paix",32131,51.9,     12889,  20.8
"Quebec/Québec","Repentigny","24053","Nicolas Dufour ** Bloc Québécois/Bloc Québécois","Repentigny, Que./Qc","/Parlementaire",19242,31.1,,
"Quebec/Québec","Repentigny","24053","Chantal Perreault Liberal/Libéral","Longueuil, Que./Qc","/Avocate",4830,7.8,,
"Quebec/Québec","Repentigny","24053","Christophe Royer Conservative/Conservateur","Repentigny, Que./Qc","/Président-services Ek'Eau",4606,7.4,,
"Quebec/Québec","Repentigny","24053","Michel Duchaine Green Party/Parti Vert","Le Gardeur, Que./Qc","/Roboticien",1078,1.7,,
"Quebec/Québec","Richmond--Arthabaska","24055","André Bellavance ** Bloc Québécois/Bloc Québécois","Victoriaville, Que./Qc","/Parlementaire",18033,33.8,       717,   1.3
"Quebec/Québec","Richmond--Arthabaska","24055","Isabelle Maguire NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./Qc","/Chargée de projet",17316,32.5,,
"Quebec/Québec","Richmond--Arthabaska","24055","Jean-Philippe Bachand Conservative/Conservateur","Asbestos, Que./Qc","/Infirmier",13145,24.7,,
"Quebec/Québec","Richmond--Arthabaska","24055","Marie-Josée Talbot Liberal/Libéral","Mont-Royal, Que./Qc","/Avocate",3711,7,,
"Quebec/Québec","Richmond--Arthabaska","24055","Tomy Bombardier Green Party/Parti Vert","Saint-Denis-de-Brompton, Que./Qc","/Programmeur-Analyste",1098,2.1,,
"Quebec/Québec","Rimouski-Neigette--Témiscouata--Les Basques","24056","Guy Caron NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Gatineau, Que./Qc","/Économiste",18360,43,      5190,  12.2
"Quebec/Québec","Rimouski-Neigette--Témiscouata--Les Basques","24056","Claude Guimond ** Bloc Québécois/Bloc Québécois","Rimouski, Que./Qc","/Agriculteur",13170,30.8,,
